competitorId,competitorName,firstName,lastName,gender,genderId,age,ageNull,height,heightNull,weight,weightNull,bmi,bmiNull,affiliateName,affiliateId,countryOfOriginName,countryOfOriginCode,regionName,regionId,status,statusId,year,overallRank,overallScore,openCompetitor,openRank,openScore,gamesCompetitions,openCompetitions
1616,Russ Greene,Russ,Greene,M,1,20,0,178.0,0,83.0,0,26.19618735008206,0,,0,,0,,0,ACT,1,2007,11,232,0,1000,5000,1,0
1616,Russ Greene,Russ,Greene,M,1,21,0,178.0,0,83.0,0,26.19618735008206,0,,0,,0,,0,ACT,1,2008,53,21,0,1000,5000,2,0
1685,Christopher Woods,Christopher,Woods,M,1,29,0,163.0,0,82.0,0,30.863035868869737,0,,0,,0,,0,ACT,1,2008,32,19,0,1000,5000,1,0
1690,Travis Mayer,Travis,Mayer,M,1,23,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit Passion,7104,United States,1,North America,1,ACT,1,2014,29,483,1,17,566,1,1
1690,Travis Mayer,Travis,Mayer,M,1,25,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit Passion,7104,United States,1,North America,1,ACT,1,2016,10,702,1,3,86,2,2
1690,Travis Mayer,Travis,Mayer,M,1,26,0,181.0,0,93.0,0,28.387411861664784,0,,0,United States,1,North America,1,ACT,1,2017,12,674,1,56,885,3,3
1690,Travis Mayer,Travis,Mayer,M,1,28,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit Passion,7104,United States,1,North America,1,CUT,4,2019,12,368,1,14,365,4,4
1690,Travis Mayer,Travis,Mayer,M,1,29,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit Passion,7104,United States,1,North America,1,ACT,1,2020,19,0,1,14,232,4,5
1690,Travis Mayer,Travis,Mayer,M,1,30,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit UNTD,7104,United States,1,North America,1,ACT,1,2021,12,822,1,96,1731,5,6
1690,Travis Mayer,Travis,Mayer,M,1,31,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit UNTD,7104,United States,1,North America,1,ACT,1,2022,18,685,1,140,870,6,7
1721,Jeremy Mghenyi,Jeremy,Mghenyi,M,1,28,0,173.0,0,90.0,0,30.071168431955627,0,CrossFit Progression,11016,Kenya,59,Africa,5,CUT,4,2019,87,0,1,1000,5000,0,1
1812,Miranda Oldroyd,Miranda,Oldroyd,F,2,25,0,166.0,0,64.0,0,23.225431847873423,0,,0,,0,,0,ACT,1,2008,22,27,0,1000,5000,1,1
1819,Justin Allen,Justin,Allen,M,1,25,0,183.0,0,95.0,0,28.367523664486843,0,,0,United States,1,North America,1,CUT,4,2012,26,397,1,11,463,1,1
1819,Justin Allen,Justin,Allen,M,1,27,0,183.0,0,95.0,0,28.367523664486843,0,,0,United States,1,North America,1,ACT,1,2013,17,607,1,14,351,2,2
1910,Emily Beers,Emily,Beers,F,2,30,0,165.37482517482516,1,65.66385372714487,1,24.01308087921364,1,CrossFit Vancouver,889,Canada,5,North America,1,CUT,4,2014,37,310,1,495,4470,1,1
2006,Eric Jones,Eric,Jones,M,1,22,0,173.0,0,84.0,0,28.06642386982525,0,,0,,0,,0,ACT,1,2008,101,30,0,1000,5000,1,1
2088,Camilla Salomonsson Hellman,Camilla,Salomonsson Hellman,F,2,27,0,165.0,0,69.0,0,25.344352617079892,0,CrossFit Nordic,1009,Sweden,11,Europe,4,ACT,1,2018,24,482,1,51,1313,1,1
2088,Camilla Salomonsson Hellman,Camilla,Salomonsson Hellman,F,2,28,0,165.0,0,69.0,0,25.344352617079892,0,,0,Sweden,11,Europe,4,CUT,4,2019,28,208,1,27,585,2,2
2088,Camilla Salomonsson Hellman,Camilla,Salomonsson Hellman,F,2,29,0,165.0,0,69.0,0,25.344352617079892,0,CrossFit Nordic,1009,Sweden,11,Europe,4,ACT,1,2020,23,0,1,13,171,2,3
2099,Harriet Roberts,Harriet,Roberts,F,2,28,0,171.0,0,68.0,0,23.25501863821347,0,CrossFit Athletic,2414,New Zealand,2,Oceania,7,ACT,1,2020,28,0,1,59,601,0,1
2386,Trish Davis,Trish,Davis,F,2,27,0,173.0,0,70.0,0,23.38868655818771,0,,0,,0,,0,ACT,1,2008,28,29,0,1000,5000,1,1
2476,Luke Schafer,Luke,Schafer,M,1,26,0,173.0,0,84.0,0,28.06642386982525,0,CrossFit Kilo II,17335,United States,1,North America,1,ACT,1,2020,22,0,1,46,592,0,1
2517,Elvar Þór Karlsson,Elvar Þór,Karlsson,M,1,20,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,Iceland,6,Europe,4,CUT,4,2011,42,92,1,209,2682,1,1
2519,Michele Fumagalli,Michele,Fumagalli,F,2,30,0,166.0,0,71.0,0,25.76571345623458,0,CrossFit Thunderbolt,17605,United States,1,North America,1,WD,2,2018,40,28,1,112,1981,1,1
2536,Samantha Briggs,Samantha,Briggs,F,2,28,0,170.0,0,62.0,0,21.453287197231838,0,,0,,0,,0,CUT,4,2010,19,105,0,1000,5000,1,1
2536,Samantha Briggs,Samantha,Briggs,F,2,29,0,170.0,0,62.0,0,21.453287197231838,0,,0,United Kingdom,10,Europe,4,ACT,1,2011,4,752,1,3,57,2,1
2536,Samantha Briggs,Samantha,Briggs,F,2,31,0,170.0,0,62.0,0,21.453287197231838,0,CrossFit Black Five,4098,,0,Europe,4,ACT,1,2013,1,920,1,1,16,3,2
2536,Samantha Briggs,Samantha,Briggs,F,2,33,0,170.0,0,62.0,0,21.453287197231838,0,CrossFit Soul Miami,1563,United States,1,North America,1,ACT,1,2015,4,735,1,82,1621,4,3
2536,Samantha Briggs,Samantha,Briggs,F,2,34,0,170.0,0,62.0,0,21.453287197231838,0,CrossFit Black Five,4098,United Kingdom,10,Europe,4,ACT,1,2016,4,874,1,2,30,5,4
2536,Samantha Briggs,Samantha,Briggs,F,2,35,0,170.0,0,62.0,0,21.453287197231838,0,,0,United Kingdom,10,Europe,4,ACT,1,2017,9,762,1,12,184,6,5
2536,Samantha Briggs,Samantha,Briggs,F,2,37,0,170.0,0,62.0,0,21.453287197231838,0,CrossFit Black Five,4098,United Kingdom,10,Europe,4,CUT,4,2019,17,318,1,20,406,7,6
2536,Samantha Briggs,Samantha,Briggs,F,2,38,0,170.0,0,62.0,0,21.453287197231838,0,CrossFit Black Five,4098,United Kingdom,10,Europe,4,ACT,1,2020,25,0,1,134,1270,7,7
2536,Samantha Briggs,Samantha,Briggs,F,2,39,0,170.0,0,62.0,0,21.453287197231838,0,CrossFit Black Five,4098,United Kingdom,10,Europe,4,CUT,4,2021,21,436,1,80,1136,8,8
2559,Steven Fawcett,Steven,Fawcett,M,1,27,0,173.0,0,85.0,0,28.40054796351365,0,CrossFit JST,5954,United Kingdom,10,Europe,4,ACT,1,2015,26,454,1,22,1048,1,1
2564,Breanne Feudale,Breanne,Feudale,F,2,28,0,153.0,0,55.0,0,23.49523687470631,0,,0,,0,,0,CUT,4,2009,45,145,0,1000,5000,1,1
2615,Daniel Hershey,Daniel,Hershey,M,1,25,0,188.0,0,103.0,0,29.14214576731553,0,,0,Japan,7,Asia,6,CUT,4,2011,43,92,1,781,5000,1,1
2615,Daniel Hershey,Daniel,Hershey,M,1,25,0,188.0,0,103.0,0,29.14214576731553,0,,0,,0,Asia,6,CUT,4,2012,33,357,1,900,5000,2,2
2687,Jessica Core,Jessica,Core,F,2,30,0,158.0,0,62.0,0,24.83576349943919,0,CrossFit Fort Vancouver,1792,United States,1,North America,1,ACT,1,2015,34,367,1,16,607,1,1
2698,Colin Jenkins,Colin,Jenkins,M,1,20,0,176.0,0,82.0,0,26.47210743801653,0,,0,,0,,0,ACT,1,2008,77,24,0,1000,5000,1,1
2725,Noah Ohlsen,Noah,Ohlsen,M,1,23,0,171.0,0,87.0,0,29.75274443418488,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2014,8,761,1,20,596,1,1
2725,Noah Ohlsen,Noah,Ohlsen,M,1,24,0,171.0,0,87.0,0,29.75274443418488,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2015,8,693,1,16,886,2,2
2725,Noah Ohlsen,Noah,Ohlsen,M,1,25,0,171.0,0,87.0,0,29.75274443418488,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2016,15,608,1,1,41,3,3
2725,Noah Ohlsen,Noah,Ohlsen,M,1,26,0,171.0,0,87.0,0,29.75274443418488,0,,0,United States,1,North America,1,ACT,1,2017,4,788,1,2,118,4,4
2725,Noah Ohlsen,Noah,Ohlsen,M,1,27,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit Passion,7104,United States,1,North America,1,ACT,1,2018,6,786,1,25,1362,5,5
2725,Noah Ohlsen,Noah,Ohlsen,M,1,28,0,171.0,0,87.0,0,29.75274443418488,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2019,2,949,1,60,879,6,6
2725,Noah Ohlsen,Noah,Ohlsen,M,1,29,0,171.0,0,86.0,0,29.410758865975858,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2020,4,540,1,6,127,7,7
2725,Noah Ohlsen,Noah,Ohlsen,M,1,30,0,171.0,0,86.0,0,29.410758865975858,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2021,10,873,1,6,272,8,8
2725,Noah Ohlsen,Noah,Ohlsen,M,1,31,0,171.0,0,87.0,0,29.75274443418488,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2022,12,780,1,107,696,9,9
2725,Noah Ohlsen,Noah,Ohlsen,M,1,32,0,171.0,0,87.0,0,29.75274443418488,0,Peak 360 CrossFit,2509,United States,1,North America,1,ACT,1,2023,0,0,1,84,2311,9,10
2766,Lukas Esslinger,Lukas,Esslinger,M,1,23,0,181.0,0,91.0,0,27.776929886145112,0,CrossFit Kreis 9,12469,Switzerland,14,Europe,4,ACT,1,2016,21,511,1,58,720,1,1
2766,Lukas Esslinger,Lukas,Esslinger,M,1,24,0,181.0,0,91.0,0,27.776929886145112,0,,0,Switzerland,14,Europe,4,ACT,1,2017,18,530,1,49,820,2,2
2766,Lukas Esslinger,Lukas,Esslinger,M,1,25,0,181.0,0,91.0,0,27.776929886145112,0,CrossFit Kreis 9,12469,Switzerland,14,Europe,4,ACT,1,2018,17,648,1,69,2116,3,3
2766,Lukas Esslinger,Lukas,Esslinger,M,1,26,0,181.0,0,91.0,0,27.776929886145112,0,CrossFit Kreis 9,12469,Switzerland,14,Europe,4,CUT,4,2019,34,191,1,52,791,4,4
2770,Candice Howe,Candice,Howe,F,2,26,0,168.0,0,69.0,0,24.44727891156463,0,,0,United Arab Emirates,12,Asia,6,CUT,4,2011,44,83,0,1000,5000,1,4
2918,Jeff Leonard,Jeff,Leonard,M,1,33,0,191.0,0,109.0,0,29.878566925248762,0,,0,,0,,0,DNF,3,2009,14,111,0,1000,5000,1,4
2942,Kara Saunders,Kara,Saunders,F,2,21,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Roar,269,Australia,3,Oceania,7,CUT,4,2012,19,527,1,78,1039,1,1
2942,Kara Saunders,Kara,Saunders,F,2,23,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Roar,269,Australia,3,Oceania,7,ACT,1,2013,12,685,1,13,240,2,2
2942,Kara Saunders,Kara,Saunders,F,2,24,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Roar,269,Australia,3,Oceania,7,WD,2,2014,31,645,1,72,1176,3,3
2942,Kara Saunders,Kara,Saunders,F,2,25,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Roar,269,Australia,3,Oceania,7,ACT,1,2015,5,703,1,2,129,4,4
2942,Kara Saunders,Kara,Saunders,F,2,26,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Roar,269,Australia,3,Oceania,7,ACT,1,2016,7,794,1,3,48,5,5
2942,Kara Saunders,Kara,Saunders,F,2,27,0,162.0,0,74.0,0,28.19692120103642,0,,0,Australia,3,Oceania,7,ACT,1,2017,2,992,1,11,169,6,6
2942,Kara Saunders,Kara,Saunders,F,2,28,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Kova,19961,Australia,3,Oceania,7,ACT,1,2018,4,1006,1,2,193,7,7
2942,Kara Saunders,Kara,Saunders,F,2,30,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Kova,19961,Australia,3,Oceania,7,ACT,1,2020,8,0,1,12,153,7,8
2942,Kara Saunders,Kara,Saunders,F,2,31,0,162.0,0,74.0,0,28.19692120103642,0,CrossFit Carv,9043,Australia,3,Oceania,7,WD,2,2021,36,93,1,3,111,8,9
2942,Kara Saunders,Kara,Saunders,F,2,32,0,162.0,0,74.0,0,28.19692120103642,0,,0,Australia,3,Oceania,7,ACT,1,2022,7,890,1,43,250,9,10
3008,Brian Quinlan,Brian,Quinlan,M,1,34,0,183.0,0,100.0,0,29.860551225775623,0,CrossFit Explode,3234,United States,1,North America,1,CUT,4,2012,45,166,1,340,4467,1,1
3180,Joshua Bridges,Joshua,Bridges,M,1,28,0,181.0,0,98.0,0,29.913616800463966,0,,0,United States,1,North America,1,ACT,1,2011,2,763,0,1000,5000,1,1
3200,Dani Horan,Dani,Horan,F,2,25,0,168.0,0,69.0,0,24.44727891156463,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2013,18,642,1,92,1047,1,1
3200,Dani Horan,Dani,Horan,F,2,26,0,168.0,0,69.0,0,24.44727891156463,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2014,18,626,1,45,902,2,2
3200,Dani Horan,Dani,Horan,F,2,27,0,168.0,0,69.0,0,24.44727891156463,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2015,40,0,1,10,331,2,3
3200,Dani Horan,Dani,Horan,F,2,29,0,168.0,0,69.0,0,24.44727891156463,0,,0,United States,1,North America,1,ACT,1,2017,20,518,1,22,384,3,4
3200,Dani Horan,Dani,Horan,F,2,30,0,168.0,0,69.0,0,24.44727891156463,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2018,33,360,1,124,2137,4,5
3217,Jennifer Jones,Jennifer,Jones,F,2,26,0,166.0,0,64.0,0,23.225431847873423,0,District CrossFit,199,United States,1,North America,1,CUT,4,2012,28,378,1,22,458,1,1
3217,Jennifer Astle,Jennifer,Astle,F,2,28,0,166.0,0,64.0,0,23.225431847873423,0,CrossFit EaDo,3827,United States,1,North America,1,ACT,1,2013,6,790,1,26,420,2,2
3217,Jennifer Astle,Jennifer,Astle,F,2,29,0,166.0,0,64.0,0,23.225431847873423,0,CrossFit EaDo,3827,United States,1,North America,1,ACT,1,2014,10,680,1,126,1700,3,3
3217,Jennifer Astle,Jennifer,Astle,F,2,30,0,166.0,0,64.0,0,23.225431847873423,0,CrossFit EaDo,3827,United States,1,North America,1,ACT,1,2015,29,441,1,66,1454,4,4
3381,Phil Hesketh,Phil,Hesketh,M,1,24,0,180.0,0,96.0,0,29.629629629629626,0,InnerFight CrossFit DXB,1920,United Arab Emirates,12,Asia,6,ACT,1,2015,29,400,1,348,5000,1,1
3407,Michele Letendre,Michele,Letendre,F,2,25,0,155.0,0,59.0,0,24.55775234131113,0,,0,Canada,5,North America,1,CUT,4,2011,25,246,1,99,1368,1,1
3407,Michele Letendre,Michele,Letendre,F,2,25,0,155.0,0,59.0,0,24.55775234131113,0,,0,Canada,5,North America,1,CUT,4,2012,24,483,1,7,206,2,2
3407,Michele Letendre,Michele,Letendre,F,2,27,0,155.0,0,59.0,0,24.55775234131113,0,CrossFit Plateau,5420,Canada,5,North America,1,ACT,1,2013,13,671,1,14,294,3,3
3407,Michele Letendre,Michele,Letendre,F,2,28,0,155.0,0,59.0,0,24.55775234131113,0,CrossFit Plateau,5420,Canada,5,North America,1,ACT,1,2014,4,787,1,38,720,4,4
3407,Michele Letendre,Michele,Letendre,F,2,29,0,155.0,0,59.0,0,24.55775234131113,0,Deka CrossFit,101,Canada,5,North America,1,ACT,1,2015,18,562,1,8,234,5,5
3407,Michele Letendre,Michele,Letendre,F,2,30,0,155.0,0,59.0,0,24.55775234131113,0,Deka CrossFit,101,Canada,5,North America,1,ACT,1,2016,16,613,1,5,67,6,6
3532,Kimberly Malz,Kimberly,Malz,F,2,38,0,158.0,0,59.0,0,23.634033007530842,0,,0,,0,,0,CUT,4,2009,56,186,0,1000,5000,1,6
3678,Margaux Alvarez,Margaux,Alvarez,F,2,28,0,171.0,0,69.0,0,23.59700420642249,0,Diablo CrossFit,793,United States,1,North America,1,ACT,1,2013,26,520,1,70,842,1,1
3678,Margaux Alvarez,Margaux,Alvarez,F,2,29,0,171.0,0,69.0,0,23.59700420642249,0,CrossFit Solano,479,United States,1,North America,1,CUT,4,2014,34,377,1,22,458,2,2
3678,Margaux Alvarez,Margaux,Alvarez,F,2,30,0,171.0,0,69.0,0,23.59700420642249,0,Get Lifted CrossFit,2056,United States,1,North America,1,ACT,1,2015,9,620,1,27,771,3,3
3678,Margaux Alvarez,Margaux,Alvarez,F,2,31,0,171.0,0,69.0,0,23.59700420642249,0,ZooTown CrossFit,9696,United States,1,North America,1,ACT,1,2016,22,542,1,30,349,4,4
3678,Margaux Alvarez,Margaux,Alvarez,F,2,32,0,171.0,0,69.0,0,23.59700420642249,0,,0,United States,1,North America,1,ACT,1,2017,24,478,1,19,328,5,5
3678,Margaux Alvarez,Margaux,Alvarez,F,2,33,0,171.0,0,69.0,0,23.59700420642249,0,The Vine Yard CrossFit,18811,United States,1,North America,1,ACT,1,2018,22,522,1,137,2259,6,6
3991,Lauren Brooks,Lauren,Brooks,F,2,27,0,171.0,0,73.0,0,24.96494647925858,0,CrossFit Salvation,2035,United States,1,North America,1,ACT,1,2014,7,695,1,112,1586,1,1
4045,Robert Corson,Robert,Corson,M,1,43,0,186.0,0,84.0,0,24.280263614290668,0,,0,,0,,0,ACT,1,2008,45,20,0,1000,5000,1,1
4105,Jason Boag,Jason,Boag,M,1,27,0,173.0,0,82.0,0,27.39817568244846,0,,0,,0,,0,ACT,1,2008,38,19,0,1000,5000,1,1
4105,Jason Boag,Jason,Boag,M,1,28,0,173.0,0,82.0,0,27.39817568244846,0,,0,,0,,0,CUT,4,2009,47,176,0,1000,5000,2,1
4158,Blair Morrison,Blair,Morrison,M,1,27,0,183.0,0,87.0,0,25.97867956642479,0,,0,,0,,0,ACT,1,2009,7,111,0,1000,5000,1,1
4158,Blair Morrison,Blair,Morrison,M,1,28,0,183.0,0,87.0,0,25.97867956642479,0,,0,,0,,0,CUT,4,2010,23,116,0,1000,5000,2,1
4158,Blair Morrison,Blair,Morrison,M,1,29,0,183.0,0,87.0,0,25.97867956642479,0,,0,United States,1,North America,1,ACT,1,2011,5,708,1,82,1364,3,1
4322,Megan Smith,Megan,Smith,F,2,38,0,172.0,0,75.0,0,25.351541373715524,0,,0,,0,,0,CUT,4,2010,35,119,0,1000,5000,1,1
4388,Chad Furey,Chad,Furey,M,1,21,0,173.0,0,87.0,0,29.06879615089044,0,,0,,0,,0,CUT,4,2009,55,223,0,1000,5000,1,1
4406,Matt Hathcock,Matt,Hathcock,M,1,28,0,176.0,0,91.0,0,29.3775826446281,0,,0,United States,1,North America,1,ACT,1,2013,29,540,1,457,4062,1,1
4422,Holly Mata,Holly,Mata,F,2,32,0,163.0,0,69.0,0,25.970115548195267,0,Get Lifted CrossFit,2056,United States,1,North America,1,CUT,4,2013,37,318,1,127,1386,1,1
4732,Rick Frausto,Rick,Frausto,M,1,30,0,166.0,0,73.0,0,26.491508201480624,0,,0,,0,,0,ACT,1,2008,6,15,0,1000,5000,1,1
4732,Ricky Frausto,Ricky,Frausto,M,1,31,0,166.0,0,73.0,0,26.491508201480624,0,,0,,0,,0,CUT,4,2009,38,196,0,1000,5000,2,1
4820,Noah Pester,Noah,Pester,M,1,29,0,183.0,0,89.0,0,26.575890590940304,0,,0,United States,1,North America,1,CUT,4,2011,39,123,1,66,1230,1,1
4895,Jordan Troyan,Jordan,Troyan,M,1,29,0,178.0,0,84.0,0,26.511804065143288,0,CrossFit Rage,3997,United States,1,North America,1,ACT,1,2013,24,572,1,351,3416,1,1
4895,Jordan Troyan,Jordan,Troyan,M,1,30,0,178.0,0,84.0,0,26.511804065143288,0,CrossFit Rage,3997,United States,1,North America,1,ACT,1,2014,20,598,1,280,3803,2,2
4925,Emily Bridgers,Emily,Bridgers,F,2,27,0,155.0,0,62.0,0,25.806451612903224,0,CrossFit Terminus,7576,United States,1,North America,1,ACT,1,2014,6,705,1,9,273,1,1
4925,Emily Bridgers,Emily,Bridgers,F,2,28,0,155.0,0,62.0,0,25.806451612903224,0,CrossFit Terminus,7576,United States,1,North America,1,ACT,1,2015,24,539,1,4,149,2,2
4925,Emily Bridgers,Emily,Bridgers,F,2,29,0,155.0,0,62.0,0,25.806451612903224,0,CrossFit Terminus,7576,United States,1,North America,1,ACT,1,2016,29,433,1,8,120,3,3
4925,Emily Bridgers,Emily,Bridgers,F,2,30,0,155.0,0,62.0,0,25.806451612903224,0,,0,United States,1,North America,1,ACT,1,2017,16,580,1,24,407,4,4
4925,Emily Bridgers,Emily,Bridgers,F,2,31,0,155.0,0,62.0,0,25.806451612903224,0,CrossFit Terminus,7576,United States,1,North America,1,WD,2,2018,39,104,1,13,520,5,5
4945,James Hobart,James,Hobart,M,1,23,0,173.0,0,84.0,0,28.06642386982525,0,,0,,0,,0,CUT,4,2009,70,112,0,1000,5000,1,5
4945,James Hobart,James,Hobart,M,1,24,0,173.0,0,84.0,0,28.06642386982525,0,,0,,0,,0,CUT,4,2010,18,105,0,1000,5000,2,5
4945,James Hobart,James,Hobart,M,1,28,0,173.0,0,84.0,0,28.06642386982525,0,CrossFit New England,505,United States,1,North America,1,ACT,1,2014,21,576,1,44,1075,3,1
4992,Bjorn Albrecht-walker,Bjorn,Albrecht-walker,M,1,30,0,183.0,0,83.0,0,24.78425751739377,0,,0,,0,,0,CUT,4,2010,38,127,0,1000,5000,1,1
5013,Alex Anderson,Alex,Anderson,M,1,25,0,178.0,0,93.0,0,29.352354500694357,0,,0,United States,1,North America,1,ACT,1,2015,13,583,1,8,490,1,1
5013,Alex Anderson,Alex,Anderson,M,1,26,0,178.0,0,93.0,0,29.352354500694357,0,,0,United States,1,North America,1,ACT,1,2016,11,696,1,50,632,2,2
5013,Alex Anderson,Alex,Anderson,M,1,27,0,178.0,0,93.0,0,29.352354500694357,0,,0,United States,1,North America,1,ACT,1,2017,8,702,1,45,778,3,3
5013,Alex Anderson,Alex,Anderson,M,1,28,0,178.0,0,93.0,0,29.352354500694357,0,CrossFit Ktown,1235,United States,1,North America,1,ACT,1,2018,13,676,1,61,2023,4,4
5046,Douglas Oberbeck,Douglas,Oberbeck,M,1,23,0,188.0,0,84.0,0,23.766410140334994,0,,0,,0,,0,CUT,4,2010,45,167,0,1000,5000,1,4
5111,Bryan Miller,Bryan,Miller,M,1,22,0,186.0,0,96.0,0,27.748872702046476,0,Beaverton CrossFit,1621,United States,1,North America,1,CUT,4,2013,31,416,1,108,1709,1,1
5186,Wes Piatt,Wes,Piatt,M,1,27,0,181.0,0,85.0,0,25.94548395958609,0,CrossFit Inferno,809,United States,1,North America,1,CUT,4,2013,35,376,1,23,486,1,1
5200,Pat Barber,Pat,Barber,M,1,22,0,171.0,0,80.0,0,27.358845456721728,0,,0,,0,,0,ACT,1,2008,4,15,0,1000,5000,1,1
5200,Patrick Barber,Patrick,Barber,M,1,23,0,171.0,0,80.0,0,27.358845456721728,0,,0,,0,,0,CUT,4,2009,36,180,0,1000,5000,2,1
5200,Patrick Barber,Patrick,Barber,M,1,25,0,171.0,0,80.0,0,27.358845456721728,0,,0,New Zealand,2,Oceania,7,ACT,1,2011,8,678,0,1000,5000,3,1
5231,Tia Mcdougall,Tia,Mcdougall,F,2,25,0,159.0,0,69.0,0,27.29322416043669,0,,0,,0,,0,CUT,4,2009,67,109,0,1000,5000,1,1
5284,Daniel Tyminski,Daniel,Tyminski,M,1,25,0,176.0,0,89.0,0,28.731921487603305,0,,0,United States,1,North America,1,CUT,4,2011,25,262,1,6,157,1,1
5284,Daniel Tyminski,Daniel,Tyminski,M,1,25,0,176.0,0,89.0,0,28.731921487603305,0,CrossFit Lindy,2016,United States,1,North America,1,CUT,4,2012,14,701,1,39,1067,2,2
5284,Daniel Tyminski,Daniel,Tyminski,M,1,27,0,176.0,0,89.0,0,28.731921487603305,0,CrossFit Lindy,2016,United States,1,North America,1,CUT,4,2013,34,379,1,8,214,3,3
5284,Daniel Tyminski,Daniel,Tyminski,M,1,29,0,176.0,0,89.0,0,28.731921487603305,0,CrossFit Lindy,2016,United States,1,North America,1,ACT,1,2015,31,381,1,15,793,4,4
5296,Jeremy Meredith,Jeremy,Meredith,M,1,24,0,183.0,0,96.0,0,28.666129176744597,0,,0,Canada,5,North America,1,CUT,4,2011,45,90,1,93,1497,1,1
5296,Jeremy Meredith,Jeremy,Meredith,M,1,24,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Vernon,2418,Canada,5,North America,1,CUT,4,2012,40,247,1,260,3800,2,2
5312,Nick Urankar,Nick,Urankar,M,1,27,0,178.0,0,88.0,0,27.77427092538821,0,,0,United States,1,North America,1,CUT,4,2011,36,147,0,1000,5000,1,2
5312,Nicholas Urankar,Nicholas,Urankar,M,1,31,0,178.0,0,88.0,0,27.77427092538821,0,CrossFit 061,3836,United States,1,North America,1,ACT,1,2015,28,417,1,33,1304,2,1
5312,Nicholas Urankar,Nicholas,Urankar,M,1,34,0,178.0,0,88.0,0,27.77427092538821,0,CrossFit 061,3836,United States,1,North America,1,ACT,1,2018,20,590,1,16,1103,3,2
5512,Stacie Tovar,Stacie,Tovar,F,2,24,0,166.0,0,65.0,0,23.588329220496444,0,,0,,0,,0,CUT,4,2009,36,195,0,1000,5000,1,2
5512,Stacie Tovar,Stacie,Tovar,F,2,25,0,166.0,0,65.0,0,23.588329220496444,0,,0,,0,,0,ACT,1,2010,14,126,0,1000,5000,2,2
5512,Stacie Tovar,Stacie,Tovar,F,2,26,0,166.0,0,65.0,0,23.588329220496444,0,,0,United States,1,North America,1,CUT,4,2011,37,146,1,55,845,3,1
5512,Stacie Tovar,Stacie,Tovar,F,2,26,0,166.0,0,65.0,0,23.588329220496444,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2012,12,805,1,64,865,4,2
5512,Stacie Tovar,Stacie,Tovar,F,2,28,0,166.0,0,65.0,0,23.588329220496444,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2013,20,634,1,33,466,5,3
5512,Stacie Tovar,Stacie,Tovar,F,2,30,0,166.0,0,65.0,0,23.588329220496444,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2015,11,606,1,9,252,6,4
5512,Stacie Tovar,Stacie,Tovar,F,2,31,0,166.0,0,65.0,0,23.588329220496444,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2016,28,454,1,11,136,7,5
5512,Stacie Tovar,Stacie,Tovar,F,2,32,0,166.0,0,65.0,0,23.588329220496444,0,,0,United States,1,North America,1,ACT,1,2017,27,442,1,29,453,8,6
5718,Jason Hoggan,Jason,Hoggan,M,1,27,0,178.0,0,87.0,0,27.458654210326976,0,CrossFit Heath,2921,United States,1,North America,1,CUT,4,2012,38,284,1,35,1036,1,1
5785,Brista Mayfield,Brista,Mayfield,F,2,30,0,158.0,0,67.0,0,26.83864765261977,0,CrossFit TBR,9238,United States,1,North America,1,ACT,1,2018,29,416,1,70,1533,1,1
5922,Joshua Lewis,Joshua,Lewis,M,1,34,0,178.0,0,89.0,0,28.089887640449437,0,,0,,0,,0,ACT,1,2008,60,22,0,1000,5000,1,1
